__run_id,__done,DAT,Library,DataFrame size,avg_CPU_usage,avg_memory_usage,avg_execution_time,avg_energy_usage
run_62_repetition_4,TODO,jsonin,Modin,Large, , , , 
run_63_repetition_4,TODO,jsonin,Modin,Small, , , , 
run_64_repetition_4,TODO,jsonin,Vaex,Large, , , , 
run_65_repetition_4,TODO,jsonin,Vaex,Small, , , , 
run_66_repetition_4,TODO,jsonin,Polar,Large, , , , 
run_67_repetition_4,TODO,jsonin,Polar,Small, , , , 
run_68_repetition_4,TODO,jsonin,Dask,Large, , , , 
run_69_repetition_4,TODO,jsonin,Dask,Small, , , , 
run_70_repetition_4,TODO,fillna,Pandas,Large, , , , 
run_71_repetition_4,TODO,fillna,Pandas,Small, , , , 
run_72_repetition_4,TODO,fillna,Modin,Large, , , , 
run_73_repetition_4,TODO,fillna,Modin,Small, , , , 
run_74_repetition_4,TODO,fillna,Vaex,Large, , , , 
run_75_repetition_4,TODO,fillna,Vaex,Small, , , , 
run_76_repetition_4,TODO,fillna,Polar,Large, , , , 
run_77_repetition_4,TODO,fillna,Polar,Small, , , , 
run_78_repetition_4,TODO,fillna,Dask,Large, , , , 
run_79_repetition_4,TODO,fillna,Dask,Small, , , , 
run_80_repetition_4,TODO,concat,Pandas,Large, , , , 
run_81_repetition_4,TODO,concat,Pandas,Small, , , , 
run_82_repetition_4,TODO,concat,Modin,Large, , , , 
run_83_repetition_4,TODO,concat,Modin,Small, , , , 
run_84_repetition_4,TODO,concat,Vaex,Large, , , , 
run_85_repetition_4,TODO,concat,Vaex,Small, , , , 
run_86_repetition_4,TODO,concat,Polar,Large, , , , 
run_87_repetition_4,TODO,concat,Polar,Small, , , , 
run_88_repetition_4,TODO,concat,Dask,Large, , , , 
run_89_repetition_4,TODO,concat,Dask,Small, , , , 
run_90_repetition_4,TODO,merge,Pandas,Large, , , , 
run_91_repetition_4,TODO,merge,Pandas,Small, , , , 
run_92_repetition_4,TODO,merge,Modin,Large, , , , 
run_93_repetition_4,TODO,merge,Modin,Small, , , , 
run_94_repetition_4,TODO,merge,Vaex,Large, , , , 
run_95_repetition_4,TODO,merge,Vaex,Small, , , , 
run_96_repetition_4,TODO,merge,Polar,Large, , , , 
run_97_repetition_4,TODO,merge,Polar,Small, , , , 
run_98_repetition_4,TODO,merge,Dask,Large, , , , 
run_99_repetition_4,TODO,merge,Dask,Small, , , , 
run_0_repetition_5,TODO,isna,Pandas,Large, , , , 
run_1_repetition_5,TODO,isna,Pandas,Small, , , , 
run_2_repetition_5,TODO,isna,Modin,Large, , , , 
run_3_repetition_5,TODO,isna,Modin,Small, , , , 
run_4_repetition_5,TODO,isna,Vaex,Large, , , , 
run_5_repetition_5,TODO,isna,Vaex,Small, , , , 
run_6_repetition_5,TODO,isna,Polar,Large, , , , 
run_7_repetition_5,TODO,isna,Polar,Small, , , , 
run_8_repetition_5,TODO,isna,Dask,Large, , , , 
run_9_repetition_5,TODO,isna,Dask,Small, , , , 
run_10_repetition_5,TODO,replace,Pandas,Large, , , , 
run_11_repetition_5,TODO,replace,Pandas,Small, , , , 
run_12_repetition_5,TODO,replace,Modin,Large, , , , 
run_13_repetition_5,TODO,replace,Modin,Small, , , , 
run_14_repetition_5,TODO,replace,Vaex,Large, , , , 
run_15_repetition_5,TODO,replace,Vaex,Small, , , , 
run_16_repetition_5,TODO,replace,Polar,Large, , , , 
run_17_repetition_5,TODO,replace,Polar,Small, , , , 
run_18_repetition_5,TODO,replace,Dask,Large, , , , 
run_19_repetition_5,TODO,replace,Dask,Small, , , , 
run_20_repetition_5,TODO,groupby,Pandas,Large, , , , 
run_21_repetition_5,TODO,groupby,Pandas,Small, , , , 
run_22_repetition_5,TODO,groupby,Modin,Large, , , , 
run_23_repetition_5,TODO,groupby,Modin,Small, , , , 
run_24_repetition_5,TODO,groupby,Vaex,Large, , , , 
run_25_repetition_5,TODO,groupby,Vaex,Small, , , , 
run_26_repetition_5,TODO,groupby,Polar,Large, , , , 
run_27_repetition_5,TODO,groupby,Polar,Small, , , , 
run_28_repetition_5,TODO,groupby,Dask,Large, , , , 
run_29_repetition_5,TODO,groupby,Dask,Small, , , , 
run_30_repetition_5,TODO,sort,Pandas,Large, , , , 
run_31_repetition_5,TODO,sort,Pandas,Small, , , , 
run_32_repetition_5,TODO,sort,Modin,Large, , , , 
run_33_repetition_5,TODO,sort,Modin,Small, , , , 
run_34_repetition_5,TODO,sort,Vaex,Large, , , , 
run_35_repetition_5,TODO,sort,Vaex,Small, , , , 
run_36_repetition_5,TODO,sort,Polar,Large, , , , 
run_37_repetition_5,TODO,sort,Polar,Small, , , , 
run_38_repetition_5,TODO,sort,Dask,Large, , , , 
run_39_repetition_5,TODO,sort,Dask,Small, , , , 
run_40_repetition_5,TODO,mean,Pandas,Large, , , , 
run_41_repetition_5,TODO,mean,Pandas,Small, , , , 
run_42_repetition_5,TODO,mean,Modin,Large, , , , 
run_43_repetition_5,TODO,mean,Modin,Small, , , , 
run_44_repetition_5,TODO,mean,Vaex,Large, , , , 
run_45_repetition_5,TODO,mean,Vaex,Small, , , , 
run_46_repetition_5,TODO,mean,Polar,Large, , , , 
run_47_repetition_5,TODO,mean,Polar,Small, , , , 
run_48_repetition_5,TODO,mean,Dask,Large, , , , 
run_49_repetition_5,TODO,mean,Dask,Small, , , , 
run_50_repetition_5,TODO,csvin,Pandas,Large, , , , 
run_51_repetition_5,TODO,csvin,Pandas,Small, , , , 
run_52_repetition_5,TODO,csvin,Modin,Large, , , , 
run_53_repetition_5,TODO,csvin,Modin,Small, , , , 
run_54_repetition_5,TODO,csvin,Vaex,Large, , , , 
run_55_repetition_5,TODO,csvin,Vaex,Small, , , , 
run_56_repetition_5,TODO,csvin,Polar,Large, , , , 
run_57_repetition_5,TODO,csvin,Polar,Small, , , , 
run_58_repetition_5,TODO,csvin,Dask,Large, , , , 
run_59_repetition_5,TODO,csvin,Dask,Small, , , , 
run_60_repetition_5,TODO,jsonin,Pandas,Large, , , , 
run_61_repetition_5,TODO,jsonin,Pandas,Small, , , , 
run_62_repetition_5,TODO,jsonin,Modin,Large, , , , 
run_63_repetition_5,TODO,jsonin,Modin,Small, , , , 
run_64_repetition_5,TODO,jsonin,Vaex,Large, , , , 
run_65_repetition_5,TODO,jsonin,Vaex,Small, , , , 
run_66_repetition_5,TODO,jsonin,Polar,Large, , , , 
run_67_repetition_5,TODO,jsonin,Polar,Small, , , , 
run_68_repetition_5,TODO,jsonin,Dask,Large, , , , 
run_69_repetition_5,TODO,jsonin,Dask,Small, , , , 
run_70_repetition_5,TODO,fillna,Pandas,Large, , , , 
run_71_repetition_5,TODO,fillna,Pandas,Small, , , , 
run_72_repetition_5,TODO,fillna,Modin,Large, , , , 
run_73_repetition_5,TODO,fillna,Modin,Small, , , , 
run_74_repetition_5,TODO,fillna,Vaex,Large, , , , 
run_75_repetition_5,TODO,fillna,Vaex,Small, , , , 
run_76_repetition_5,TODO,fillna,Polar,Large, , , , 
run_77_repetition_5,TODO,fillna,Polar,Small, , , , 
run_78_repetition_5,TODO,fillna,Dask,Large, , , , 
run_79_repetition_5,TODO,fillna,Dask,Small, , , , 
run_80_repetition_5,TODO,concat,Pandas,Large, , , , 
run_81_repetition_5,TODO,concat,Pandas,Small, , , , 
run_82_repetition_5,TODO,concat,Modin,Large, , , , 
run_83_repetition_5,TODO,concat,Modin,Small, , , , 
run_84_repetition_5,TODO,concat,Vaex,Large, , , , 
run_85_repetition_5,TODO,concat,Vaex,Small, , , , 
run_86_repetition_5,TODO,concat,Polar,Large, , , , 
run_87_repetition_5,TODO,concat,Polar,Small, , , , 
run_88_repetition_5,TODO,concat,Dask,Large, , , , 
run_89_repetition_5,TODO,concat,Dask,Small, , , , 
run_90_repetition_5,TODO,merge,Pandas,Large, , , , 
run_91_repetition_5,TODO,merge,Pandas,Small, , , , 
run_92_repetition_5,TODO,merge,Modin,Large, , , , 
run_93_repetition_5,TODO,merge,Modin,Small, , , , 
run_94_repetition_5,TODO,merge,Vaex,Large, , , , 
run_95_repetition_5,TODO,merge,Vaex,Small, , , , 
run_96_repetition_5,TODO,merge,Polar,Large, , , , 
run_97_repetition_5,TODO,merge,Polar,Small, , , , 
run_98_repetition_5,TODO,merge,Dask,Large, , , , 
run_99_repetition_5,TODO,merge,Dask,Small, , , , 
run_0_repetition_6,TODO,isna,Pandas,Large, , , , 
run_1_repetition_6,TODO,isna,Pandas,Small, , , , 
run_2_repetition_6,TODO,isna,Modin,Large, , , , 
run_3_repetition_6,TODO,isna,Modin,Small, , , , 
run_4_repetition_6,TODO,isna,Vaex,Large, , , , 
run_5_repetition_6,TODO,isna,Vaex,Small, , , , 
run_6_repetition_6,TODO,isna,Polar,Large, , , , 
run_7_repetition_6,TODO,isna,Polar,Small, , , , 
run_8_repetition_6,TODO,isna,Dask,Large, , , , 
run_9_repetition_6,TODO,isna,Dask,Small, , , , 
run_10_repetition_6,TODO,replace,Pandas,Large, , , , 
run_11_repetition_6,TODO,replace,Pandas,Small, , , , 
run_12_repetition_6,TODO,replace,Modin,Large, , , , 
run_13_repetition_6,TODO,replace,Modin,Small, , , , 
run_14_repetition_6,TODO,replace,Vaex,Large, , , , 
run_15_repetition_6,TODO,replace,Vaex,Small, , , , 
run_16_repetition_6,TODO,replace,Polar,Large, , , , 
run_17_repetition_6,TODO,replace,Polar,Small, , , , 
run_18_repetition_6,TODO,replace,Dask,Large, , , , 
run_19_repetition_6,TODO,replace,Dask,Small, , , , 
run_20_repetition_6,TODO,groupby,Pandas,Large, , , , 
run_21_repetition_6,TODO,groupby,Pandas,Small, , , , 
run_22_repetition_6,TODO,groupby,Modin,Large, , , , 
run_23_repetition_6,TODO,groupby,Modin,Small, , , , 
run_24_repetition_6,TODO,groupby,Vaex,Large, , , , 
run_25_repetition_6,TODO,groupby,Vaex,Small, , , , 
run_26_repetition_6,TODO,groupby,Polar,Large, , , , 
run_27_repetition_6,TODO,groupby,Polar,Small, , , , 
run_28_repetition_6,TODO,groupby,Dask,Large, , , , 
run_29_repetition_6,TODO,groupby,Dask,Small, , , , 
run_30_repetition_6,TODO,sort,Pandas,Large, , , , 
run_31_repetition_6,TODO,sort,Pandas,Small, , , , 
run_32_repetition_6,TODO,sort,Modin,Large, , , , 
run_33_repetition_6,TODO,sort,Modin,Small, , , , 
run_34_repetition_6,TODO,sort,Vaex,Large, , , , 
run_35_repetition_6,TODO,sort,Vaex,Small, , , , 
run_36_repetition_6,TODO,sort,Polar,Large, , , , 
run_37_repetition_6,TODO,sort,Polar,Small, , , , 
run_38_repetition_6,TODO,sort,Dask,Large, , , , 
run_39_repetition_6,TODO,sort,Dask,Small, , , , 
run_40_repetition_6,TODO,mean,Pandas,Large, , , , 
run_41_repetition_6,TODO,mean,Pandas,Small, , , , 
run_42_repetition_6,TODO,mean,Modin,Large, , , , 
run_43_repetition_6,TODO,mean,Modin,Small, , , , 
run_44_repetition_6,TODO,mean,Vaex,Large, , , , 
run_45_repetition_6,TODO,mean,Vaex,Small, , , , 
run_46_repetition_6,TODO,mean,Polar,Large, , , , 
run_47_repetition_6,TODO,mean,Polar,Small, , , , 
run_48_repetition_6,TODO,mean,Dask,Large, , , , 
run_49_repetition_6,TODO,mean,Dask,Small, , , , 
run_50_repetition_6,TODO,csvin,Pandas,Large, , , , 
run_51_repetition_6,TODO,csvin,Pandas,Small, , , , 
run_52_repetition_6,TODO,csvin,Modin,Large, , , , 
run_53_repetition_6,TODO,csvin,Modin,Small, , , , 
run_54_repetition_6,TODO,csvin,Vaex,Large, , , , 
run_55_repetition_6,TODO,csvin,Vaex,Small, , , , 
run_56_repetition_6,TODO,csvin,Polar,Large, , , , 
run_57_repetition_6,TODO,csvin,Polar,Small, , , , 
run_58_repetition_6,TODO,csvin,Dask,Large, , , , 
run_59_repetition_6,TODO,csvin,Dask,Small, , , , 
run_60_repetition_6,TODO,jsonin,Pandas,Large, , , , 
run_61_repetition_6,TODO,jsonin,Pandas,Small, , , , 
run_62_repetition_6,TODO,jsonin,Modin,Large, , , , 
run_63_repetition_6,TODO,jsonin,Modin,Small, , , , 
run_64_repetition_6,TODO,jsonin,Vaex,Large, , , , 
run_65_repetition_6,TODO,jsonin,Vaex,Small, , , , 
run_66_repetition_6,TODO,jsonin,Polar,Large, , , , 
run_67_repetition_6,TODO,jsonin,Polar,Small, , , , 
run_68_repetition_6,TODO,jsonin,Dask,Large, , , , 
run_69_repetition_6,TODO,jsonin,Dask,Small, , , , 
run_70_repetition_6,TODO,fillna,Pandas,Large, , , , 
run_71_repetition_6,TODO,fillna,Pandas,Small, , , , 
run_72_repetition_6,TODO,fillna,Modin,Large, , , , 
run_73_repetition_6,TODO,fillna,Modin,Small, , , , 
run_74_repetition_6,TODO,fillna,Vaex,Large, , , , 
run_75_repetition_6,TODO,fillna,Vaex,Small, , , , 
run_76_repetition_6,TODO,fillna,Polar,Large, , , , 
run_77_repetition_6,TODO,fillna,Polar,Small, , , , 
run_78_repetition_6,TODO,fillna,Dask,Large, , , , 
run_79_repetition_6,TODO,fillna,Dask,Small, , , , 
run_80_repetition_6,TODO,concat,Pandas,Large, , , , 
run_81_repetition_6,TODO,concat,Pandas,Small, , , , 
run_82_repetition_6,TODO,concat,Modin,Large, , , , 
run_83_repetition_6,TODO,concat,Modin,Small, , , , 
run_84_repetition_6,TODO,concat,Vaex,Large, , , , 
run_85_repetition_6,TODO,concat,Vaex,Small, , , , 
run_86_repetition_6,TODO,concat,Polar,Large, , , , 
run_87_repetition_6,TODO,concat,Polar,Small, , , , 
run_88_repetition_6,TODO,concat,Dask,Large, , , , 
run_89_repetition_6,TODO,concat,Dask,Small, , , , 
run_90_repetition_6,TODO,merge,Pandas,Large, , , , 
run_91_repetition_6,TODO,merge,Pandas,Small, , , , 
run_92_repetition_6,TODO,merge,Modin,Large, , , , 
run_93_repetition_6,TODO,merge,Modin,Small, , , , 
run_94_repetition_6,TODO,merge,Vaex,Large, , , , 
run_95_repetition_6,TODO,merge,Vaex,Small, , , , 
run_96_repetition_6,TODO,merge,Polar,Large, , , , 
run_97_repetition_6,TODO,merge,Polar,Small, , , , 
run_98_repetition_6,TODO,merge,Dask,Large, , , , 
run_99_repetition_6,TODO,merge,Dask,Small, , , , 
run_0_repetition_7,TODO,isna,Pandas,Large, , , , 
run_1_repetition_7,TODO,isna,Pandas,Small, , , , 
run_2_repetition_7,TODO,isna,Modin,Large, , , , 
run_3_repetition_7,TODO,isna,Modin,Small, , , , 
run_4_repetition_7,TODO,isna,Vaex,Large, , , , 
run_5_repetition_7,TODO,isna,Vaex,Small, , , , 
run_6_repetition_7,TODO,isna,Polar,Large, , , , 
run_7_repetition_7,TODO,isna,Polar,Small, , , , 
run_8_repetition_7,TODO,isna,Dask,Large, , , , 
run_9_repetition_7,TODO,isna,Dask,Small, , , , 
run_10_repetition_7,TODO,replace,Pandas,Large, , , , 
run_11_repetition_7,TODO,replace,Pandas,Small, , , , 
run_12_repetition_7,TODO,replace,Modin,Large, , , , 
run_13_repetition_7,TODO,replace,Modin,Small, , , , 
run_14_repetition_7,TODO,replace,Vaex,Large, , , , 
run_15_repetition_7,TODO,replace,Vaex,Small, , , , 
run_16_repetition_7,TODO,replace,Polar,Large, , , , 
run_17_repetition_7,TODO,replace,Polar,Small, , , , 
run_18_repetition_7,TODO,replace,Dask,Large, , , , 
run_19_repetition_7,TODO,replace,Dask,Small, , , , 
run_20_repetition_7,TODO,groupby,Pandas,Large, , , , 
run_21_repetition_7,TODO,groupby,Pandas,Small, , , , 
run_22_repetition_7,TODO,groupby,Modin,Large, , , , 
run_23_repetition_7,TODO,groupby,Modin,Small, , , , 
run_24_repetition_7,TODO,groupby,Vaex,Large, , , , 
run_25_repetition_7,TODO,groupby,Vaex,Small, , , , 
run_26_repetition_7,TODO,groupby,Polar,Large, , , , 
run_27_repetition_7,TODO,groupby,Polar,Small, , , , 
run_28_repetition_7,TODO,groupby,Dask,Large, , , , 
run_29_repetition_7,TODO,groupby,Dask,Small, , , , 
run_30_repetition_7,TODO,sort,Pandas,Large, , , , 
run_31_repetition_7,TODO,sort,Pandas,Small, , , , 
run_32_repetition_7,TODO,sort,Modin,Large, , , , 
run_33_repetition_7,TODO,sort,Modin,Small, , , , 
run_34_repetition_7,TODO,sort,Vaex,Large, , , , 
run_35_repetition_7,TODO,sort,Vaex,Small, , , , 
run_36_repetition_7,TODO,sort,Polar,Large, , , , 
run_37_repetition_7,TODO,sort,Polar,Small, , , , 
run_38_repetition_7,TODO,sort,Dask,Large, , , , 
run_39_repetition_7,TODO,sort,Dask,Small, , , , 
run_40_repetition_7,TODO,mean,Pandas,Large, , , , 
run_41_repetition_7,TODO,mean,Pandas,Small, , , , 
run_42_repetition_7,TODO,mean,Modin,Large, , , , 
run_43_repetition_7,TODO,mean,Modin,Small, , , , 
run_44_repetition_7,TODO,mean,Vaex,Large, , , , 
run_45_repetition_7,TODO,mean,Vaex,Small, , , , 
run_46_repetition_7,TODO,mean,Polar,Large, , , , 
run_47_repetition_7,TODO,mean,Polar,Small, , , , 
run_48_repetition_7,TODO,mean,Dask,Large, , , , 
run_49_repetition_7,TODO,mean,Dask,Small, , , , 
run_50_repetition_7,TODO,csvin,Pandas,Large, , , , 
run_51_repetition_7,TODO,csvin,Pandas,Small, , , , 
run_52_repetition_7,TODO,csvin,Modin,Large, , , , 
run_53_repetition_7,TODO,csvin,Modin,Small, , , , 
run_54_repetition_7,TODO,csvin,Vaex,Large, , , , 
run_55_repetition_7,TODO,csvin,Vaex,Small, , , , 
run_56_repetition_7,TODO,csvin,Polar,Large, , , , 
run_57_repetition_7,TODO,csvin,Polar,Small, , , , 
run_58_repetition_7,TODO,csvin,Dask,Large, , , , 
run_59_repetition_7,TODO,csvin,Dask,Small, , , , 
run_60_repetition_7,TODO,jsonin,Pandas,Large, , , , 
run_61_repetition_7,TODO,jsonin,Pandas,Small, , , , 
run_62_repetition_7,TODO,jsonin,Modin,Large, , , , 
run_63_repetition_7,TODO,jsonin,Modin,Small, , , , 
run_64_repetition_7,TODO,jsonin,Vaex,Large, , , , 
run_65_repetition_7,TODO,jsonin,Vaex,Small, , , , 
run_66_repetition_7,TODO,jsonin,Polar,Large, , , , 
run_67_repetition_7,TODO,jsonin,Polar,Small, , , , 
run_68_repetition_7,TODO,jsonin,Dask,Large, , , , 
run_69_repetition_7,TODO,jsonin,Dask,Small, , , , 
run_70_repetition_7,TODO,fillna,Pandas,Large, , , , 
run_71_repetition_7,TODO,fillna,Pandas,Small, , , , 
run_72_repetition_7,TODO,fillna,Modin,Large, , , , 
run_73_repetition_7,TODO,fillna,Modin,Small, , , , 
run_74_repetition_7,TODO,fillna,Vaex,Large, , , , 
run_75_repetition_7,TODO,fillna,Vaex,Small, , , , 
run_76_repetition_7,TODO,fillna,Polar,Large, , , , 
run_77_repetition_7,TODO,fillna,Polar,Small, , , , 
run_78_repetition_7,TODO,fillna,Dask,Large, , , , 
run_79_repetition_7,TODO,fillna,Dask,Small, , , , 
run_80_repetition_7,TODO,concat,Pandas,Large, , , , 
run_81_repetition_7,TODO,concat,Pandas,Small, , , , 
run_82_repetition_7,TODO,concat,Modin,Large, , , , 
run_83_repetition_7,TODO,concat,Modin,Small, , , , 
run_84_repetition_7,TODO,concat,Vaex,Large, , , , 
run_85_repetition_7,TODO,concat,Vaex,Small, , , , 
run_86_repetition_7,TODO,concat,Polar,Large, , , , 
run_87_repetition_7,TODO,concat,Polar,Small, , , , 
run_88_repetition_7,TODO,concat,Dask,Large, , , , 
run_89_repetition_7,TODO,concat,Dask,Small, , , , 
run_90_repetition_7,TODO,merge,Pandas,Large, , , , 
run_91_repetition_7,TODO,merge,Pandas,Small, , , , 
run_92_repetition_7,TODO,merge,Modin,Large, , , , 
run_93_repetition_7,TODO,merge,Modin,Small, , , , 
run_94_repetition_7,TODO,merge,Vaex,Large, , , , 
run_95_repetition_7,TODO,merge,Vaex,Small, , , , 
run_96_repetition_7,TODO,merge,Polar,Large, , , , 
run_97_repetition_7,TODO,merge,Polar,Small, , , , 
run_98_repetition_7,TODO,merge,Dask,Large, , , , 
run_99_repetition_7,TODO,merge,Dask,Small, , , , 
run_0_repetition_8,TODO,isna,Pandas,Large, , , , 
run_1_repetition_8,TODO,isna,Pandas,Small, , , , 
run_2_repetition_8,TODO,isna,Modin,Large, , , , 
run_3_repetition_8,TODO,isna,Modin,Small, , , , 
run_4_repetition_8,TODO,isna,Vaex,Large, , , , 
run_5_repetition_8,TODO,isna,Vaex,Small, , , , 
run_6_repetition_8,TODO,isna,Polar,Large, , , , 
run_7_repetition_8,TODO,isna,Polar,Small, , , , 
run_8_repetition_8,TODO,isna,Dask,Large, , , , 
run_9_repetition_8,TODO,isna,Dask,Small, , , , 
run_10_repetition_8,TODO,replace,Pandas,Large, , , , 
run_11_repetition_8,TODO,replace,Pandas,Small, , , , 
run_12_repetition_8,TODO,replace,Modin,Large, , , , 
run_13_repetition_8,TODO,replace,Modin,Small, , , , 
run_14_repetition_8,TODO,replace,Vaex,Large, , , , 
run_15_repetition_8,TODO,replace,Vaex,Small, , , , 
run_16_repetition_8,TODO,replace,Polar,Large, , , , 
run_17_repetition_8,TODO,replace,Polar,Small, , , , 
run_18_repetition_8,TODO,replace,Dask,Large, , , , 
run_19_repetition_8,TODO,replace,Dask,Small, , , , 
run_20_repetition_8,TODO,groupby,Pandas,Large, , , , 
run_21_repetition_8,TODO,groupby,Pandas,Small, , , , 
run_22_repetition_8,TODO,groupby,Modin,Large, , , , 
run_23_repetition_8,TODO,groupby,Modin,Small, , , , 
run_24_repetition_8,TODO,groupby,Vaex,Large, , , , 
run_25_repetition_8,TODO,groupby,Vaex,Small, , , , 
run_26_repetition_8,TODO,groupby,Polar,Large, , , , 
run_27_repetition_8,TODO,groupby,Polar,Small, , , , 
run_28_repetition_8,TODO,groupby,Dask,Large, , , , 
run_29_repetition_8,TODO,groupby,Dask,Small, , , , 
run_30_repetition_8,TODO,sort,Pandas,Large, , , , 
run_31_repetition_8,TODO,sort,Pandas,Small, , , , 
run_32_repetition_8,TODO,sort,Modin,Large, , , , 
run_33_repetition_8,TODO,sort,Modin,Small, , , , 
run_34_repetition_8,TODO,sort,Vaex,Large, , , , 
run_35_repetition_8,TODO,sort,Vaex,Small, , , , 
run_36_repetition_8,TODO,sort,Polar,Large, , , , 
run_37_repetition_8,TODO,sort,Polar,Small, , , , 
run_38_repetition_8,TODO,sort,Dask,Large, , , , 
run_39_repetition_8,TODO,sort,Dask,Small, , , , 
run_40_repetition_8,TODO,mean,Pandas,Large, , , , 
run_41_repetition_8,TODO,mean,Pandas,Small, , , , 
run_42_repetition_8,TODO,mean,Modin,Large, , , , 
run_43_repetition_8,TODO,mean,Modin,Small, , , , 
run_44_repetition_8,TODO,mean,Vaex,Large, , , , 
run_45_repetition_8,TODO,mean,Vaex,Small, , , , 
run_46_repetition_8,TODO,mean,Polar,Large, , , , 
run_47_repetition_8,TODO,mean,Polar,Small, , , , 
run_48_repetition_8,TODO,mean,Dask,Large, , , , 
run_49_repetition_8,TODO,mean,Dask,Small, , , , 
run_50_repetition_8,TODO,csvin,Pandas,Large, , , , 
run_51_repetition_8,TODO,csvin,Pandas,Small, , , , 
run_52_repetition_8,TODO,csvin,Modin,Large, , , , 
run_53_repetition_8,TODO,csvin,Modin,Small, , , , 
run_54_repetition_8,TODO,csvin,Vaex,Large, , , , 
run_55_repetition_8,TODO,csvin,Vaex,Small, , , , 
run_56_repetition_8,TODO,csvin,Polar,Large, , , , 
run_57_repetition_8,TODO,csvin,Polar,Small, , , , 
run_58_repetition_8,TODO,csvin,Dask,Large, , , , 
run_59_repetition_8,TODO,csvin,Dask,Small, , , , 
run_60_repetition_8,TODO,jsonin,Pandas,Large, , , , 
run_61_repetition_8,TODO,jsonin,Pandas,Small, , , , 
run_62_repetition_8,TODO,jsonin,Modin,Large, , , , 
run_63_repetition_8,TODO,jsonin,Modin,Small, , , , 
run_64_repetition_8,TODO,jsonin,Vaex,Large, , , , 
run_65_repetition_8,TODO,jsonin,Vaex,Small, , , , 
run_66_repetition_8,TODO,jsonin,Polar,Large, , , , 
run_67_repetition_8,TODO,jsonin,Polar,Small, , , , 
run_68_repetition_8,TODO,jsonin,Dask,Large, , , , 
run_69_repetition_8,TODO,jsonin,Dask,Small, , , , 
run_70_repetition_8,TODO,fillna,Pandas,Large, , , , 
run_71_repetition_8,TODO,fillna,Pandas,Small, , , , 
run_72_repetition_8,TODO,fillna,Modin,Large, , , , 
run_73_repetition_8,TODO,fillna,Modin,Small, , , , 
run_74_repetition_8,TODO,fillna,Vaex,Large, , , , 
run_75_repetition_8,TODO,fillna,Vaex,Small, , , , 
run_76_repetition_8,TODO,fillna,Polar,Large, , , , 
run_77_repetition_8,TODO,fillna,Polar,Small, , , , 
run_78_repetition_8,TODO,fillna,Dask,Large, , , , 
run_79_repetition_8,TODO,fillna,Dask,Small, , , , 
run_80_repetition_8,TODO,concat,Pandas,Large, , , , 
run_81_repetition_8,TODO,concat,Pandas,Small, , , , 
run_82_repetition_8,TODO,concat,Modin,Large, , , , 
run_83_repetition_8,TODO,concat,Modin,Small, , , , 
run_84_repetition_8,TODO,concat,Vaex,Large, , , , 
run_85_repetition_8,TODO,concat,Vaex,Small, , , , 
run_86_repetition_8,TODO,concat,Polar,Large, , , , 
run_87_repetition_8,TODO,concat,Polar,Small, , , , 
run_88_repetition_8,TODO,concat,Dask,Large, , , , 
run_89_repetition_8,TODO,concat,Dask,Small, , , , 
run_90_repetition_8,TODO,merge,Pandas,Large, , , , 
run_91_repetition_8,TODO,merge,Pandas,Small, , , , 
run_92_repetition_8,TODO,merge,Modin,Large, , , , 
run_93_repetition_8,TODO,merge,Modin,Small, , , , 
run_94_repetition_8,TODO,merge,Vaex,Large, , , , 
run_95_repetition_8,TODO,merge,Vaex,Small, , , , 
run_96_repetition_8,TODO,merge,Polar,Large, , , , 
run_97_repetition_8,TODO,merge,Polar,Small, , , , 
run_98_repetition_8,TODO,merge,Dask,Large, , , , 
run_99_repetition_8,TODO,merge,Dask,Small, , , , 
run_0_repetition_9,TODO,isna,Pandas,Large, , , , 
run_1_repetition_9,TODO,isna,Pandas,Small, , , , 
run_2_repetition_9,TODO,isna,Modin,Large, , , , 
run_3_repetition_9,TODO,isna,Modin,Small, , , , 
run_4_repetition_9,TODO,isna,Vaex,Large, , , , 
run_5_repetition_9,TODO,isna,Vaex,Small, , , , 
run_6_repetition_9,TODO,isna,Polar,Large, , , , 
run_7_repetition_9,TODO,isna,Polar,Small, , , , 
run_8_repetition_9,TODO,isna,Dask,Large, , , , 
run_9_repetition_9,TODO,isna,Dask,Small, , , , 
run_10_repetition_9,TODO,replace,Pandas,Large, , , , 
run_11_repetition_9,TODO,replace,Pandas,Small, , , , 
run_12_repetition_9,TODO,replace,Modin,Large, , , , 
run_13_repetition_9,TODO,replace,Modin,Small, , , , 
run_14_repetition_9,TODO,replace,Vaex,Large, , , , 
run_15_repetition_9,TODO,replace,Vaex,Small, , , , 
run_16_repetition_9,TODO,replace,Polar,Large, , , , 
run_17_repetition_9,TODO,replace,Polar,Small, , , , 
run_18_repetition_9,TODO,replace,Dask,Large, , , , 
run_19_repetition_9,TODO,replace,Dask,Small, , , , 
run_20_repetition_9,TODO,groupby,Pandas,Large, , , , 
run_21_repetition_9,TODO,groupby,Pandas,Small, , , , 
run_22_repetition_9,TODO,groupby,Modin,Large, , , , 
run_23_repetition_9,TODO,groupby,Modin,Small, , , , 
run_24_repetition_9,TODO,groupby,Vaex,Large, , , , 
run_25_repetition_9,TODO,groupby,Vaex,Small, , , , 
run_26_repetition_9,TODO,groupby,Polar,Large, , , , 
run_27_repetition_9,TODO,groupby,Polar,Small, , , , 
